Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,YearCommissioned,Retrofit,lat,lon,projectID,YearDecommissioning
MOERDIJK,Bioenergy,OCGT,PP,NL,36.0,,,,,2008,,51.68791776,4.579549289,NL-MOERDIJK,2048
GOLDEN RAAND,Bioenergy,OCGT,PP,NL,17.0,,,,,2014,,53.3124759,6.984393904,NL-BIOMCM,2054
CUIJCK,Bioenergy,OCGT,PP,NL,23.0,,,,,2008,,51.75419422,5.852793963,NL-MOERDIJK,2048
Maasstroom,CCGT,CCGT,PP,NL,427.0,,,,,2010,,51.89035357,4.35152946,NL-MSEC,2050
Sloe 1,CCGT,CCGT,PP,NL,432.0,,,,,2010,,51.44787025,3.692693573,NL-Sloe 10,2050
EnecoGen2,CCGT,CCGT,PP,NL,430.0,,,,,2012,,51.95784857,4.093678747,NL-MSTR2,2052
UCLM maasvlakte,CCGT,CCGT,PP,NL,79.0,,,,,2004,,51.96223418,4.020867618,NL-LD12,2044
Sloe 20,CCGT,CCGT,PP,NL,432.0,,,,,2010,,51.44787025,3.692693573,NL-Sloe 20,2050
EnecoGen1,CCGT,CCGT,PP,NL,430.0,,,,,2012,,51.95784857,4.093678747,NL-MSTR1,2052
Pergen,CCGT,CCGT,PP,NL,300.0,,,,,2007,,51.88584454,4.367548401,NL-PER,2047
Rijnmond1.2,CCGT,CCGT,PP,NL,410.0,,,,,2005,,51.89003504,4.354883767,NL-REC,2045
Flevo (Maxima),CCGT,CCGT,PP,NL,439.0,,,,,2010,,52.57572866,5.529379267,NL-FL4,2050
Flevo (Maxima),CCGT,CCGT,PP,NL,438.0,,,,,2010,,52.57572866,5.529379267,NL-FL5,2050
Den-Haag-15,OCGT,OCGT,PP,NL,97.0,,,,,2007,,52.07689577,4.290825782,NL-GV15,2047
Leiden-12,OCGT,OCGT,PP,NL,83.0,,,,,2006,,52.16414846,4.494036151,NL-LD12,2046
RWE (EEMS) BIO,Bioenergy,OCGT,PP,NL,1326.0,,,,,2030,,53.43903393,6.861625191,NL-EEBIOMASS,2070
Moerdijk-2,CCGT,CCGT,PP,NL,430.0,,,,,2012,,51.68525548,4.580705888,NL-MD-2,2052
Maasbracht C (Claus),CCGT,CCGT,PP,NL,435.0,,,,,2012,,51.15443891,5.909470742,NL-CC-C1,2052
Maasbracht C (Claus),CCGT,CCGT,PP,NL,435.0,,,,,2012,,51.15443891,5.909470742,NL-CC-C2,2052
Maasbracht C (Claus),CCGT,CCGT,PP,NL,435.0,,,,,2023,,51.15443891,5.909470742,NL-CC-C3,2063
Diemen 34,CCGT,CCGT,CHP,NL,435.0,,,,,2012,,52.33888651,5.021105683,NL-DM34,2052
Hemweg 9,CCGT,CCGT,PP,NL,432.0,,,,,2012,,52.4046348,4.851893751,NL-HW9,2052
Magnum 10,CCGT,CCGT,PP,NL,437.0,,,,,2013,,53.45150112,6.852673779,NL-MAG1,2053
Magnum 20,OCGT,OCGT,PP,NL,437.0,,,,,2013,,53.45150112,6.852673779,NL-MAG2,2053
Magnum 30,CCGT,CCGT,PP,NL,437.0,,,,,2013,,53.45150112,6.852673779,NL-MAG3,2053
Ballylumford C,OCGT,OCGT,PP,GB,616.0,,,,,2003,,54.84396813,-5.787018403,NIRE-BALL1,2043
New_Borselle_fixed,Nuclear,OCGT,PP,NL,3200,,,,,2035,,51.425,3.738,Dutch_gov_nuclear,2080
